年份,地区,地区_归一化,文本总词频,环境规制强度_Z1,环保词频_总计,环保词频_污染防治,环保词频_绿色低碳,环保词频_生态保护,环保词频_环境监管,人均地区生产总值（元）,地区生产总值（万元）,第三产业增加值占GDP比重（%）,生活垃圾卫生填埋场处理量（万吨）,生活垃圾焚烧厂处理量（万吨）,无害化处理量（万吨）,生活垃圾清运量（万吨）,市容环卫专用车辆设备总数（台）,市容环境卫生投资（万元）
2021,许昌市,许昌,5719,1.4862738240951217,85,7,21,25,32,83415.0,36550000.0,42.71,0.0,37.16253,37.16253,37.16253,428.0,732.0
2022,许昌市,许昌,3855,1.271076523994812,49,5,10,17,17,85515.0,37470000.0,42.86,0.0,34.68307,34.68307,34.68307,428.0,0.0
2023,许昌市,许昌,5563,1.3302175085385584,74,7,24,15,28,73897.0,32380000.0,50.11,0.0,36.9031,36.9031,36.9031,428.0,0.0
2013,贵阳市,贵阳,5191,2.099788094779426,109,6,21,57,25,55024.0,20854252.0,55.4,99.12,,99.12,103.87,899.0,584.0
2014,贵阳市,贵阳,6413,1.871199126773741,120,13,13,61,33,55018.0,24972691.0,56.57,114.69,,114.69,119.26,1061.0,4850.0
2015,贵阳市,贵阳,5660,1.607773851590106,91,7,4,42,38,63003.0,28911600.0,57.17,106.4,,106.4,111.88,1203.0,4965.0
2016,贵阳市,贵阳,6697,1.821711213976408,122,7,15,63,37,67772.0,31577001.0,57.06,113.99,,113.99,118.74,1775.0,9182.0
2017,贵阳市,贵阳,6211,1.6422476251811302,102,7,9,56,30,74493.0,35379600.0,,116.0,,118.39,121.43,1951.0,
2018,贵阳市,贵阳,6023,1.4112568487464718,85,11,19,27,28,78449.0,37984538.0,58.75,94.0079,27.2548,125.7936,128.6233,1946.0,2000.0
2019,贵阳市,贵阳,6513,1.3050821434054969,85,13,12,16,44,81995.0,40400000.0,58.98,108.49639,33.0615,149.41392,152.46319,2096.0,
2020,贵阳市,贵阳,5962,1.4592418651459242,87,11,9,31,36,72246.0,43120000.0,59.86,102.88389,30.90293,141.58609,141.58609,1672.0,0.0
2021,贵阳市,贵阳,6422,1.6661476175646217,107,10,21,40,36,77919.0,47110000.0,60.2,109.7841,32.6104,153.718,153.718,2486.0,0.0
2022,贵阳市,贵阳,6922,1.704709621496677,118,15,29,44,30,79872.0,49210000.0,60.51,60.85,82.8192,154.5146,154.5146,2201.0,0.0
2023,贵阳市,贵阳,6561,1.7985063252552964,118,9,44,33,32,81670.0,51550000.0,60.95,0.0,156.4813,174.6268,174.6268,2226.0,194.0
2013,赣州市,赣州,5041,1.666336044435628,84,12,19,23,30,18012.0,16733140.0,38.36,39.18,,39.18,39.18,127.0,315.0
2014,赣州市,赣州,4490,1.469933184855234,66,7,10,29,20,21708.0,18435921.0,38.92,33.94,,33.94,33.94,111.0,2068.0
2015,赣州市,赣州,4501,1.7107309486780715,77,12,18,26,21,23148.0,19738688.0,40.93,37.63,,37.63,37.63,155.0,11896.0
2016,赣州市,赣州,5189,1.3297359799576027,69,7,16,23,23,25761.0,22071959.0,43.21,51.24,,51.24,51.24,255.0,24643.0
2017,赣州市,赣州,4984,1.9261637239165328,96,10,26,30,30,29041.0,,,61.36,,61.36,61.36,592.0,31763.0
2018,赣州市,赣州,5117,2.071526284932578,106,14,16,38,38,32429.0,28072372.0,45.34,36.4762,20.7198,57.196,57.196,815.0,35050.0
2019,赣州市,赣州,6246,1.408901697086135,88,9,8,29,42,39968.0,34740000.0,49.79,27.2963,50.35208,77.64838,77.64838,2055.0,135565.0
2020,赣州市,赣州,7299,1.1508425811755036,84,13,12,21,38,40754.0,36450000.0,50.51,21.024,46.53839,68.90857,68.90857,2279.0,79324.0
2021,赣州市,赣州,4520,1.7035398230088497,77,8,20,30,19,46452.0,41690000.0,50.13,13.71,50.72672,68.31075,68.31075,2277.0,60090.0
2022,赣州市,赣州,5675,1.8325991189427315,104,11,27,38,28,50352.0,45240000.0,49.74,13.1256,51.26608,68.45882,68.45882,2361.0,33818.0
2023,赣州市,赣州,6272,1.594387755102041,100,11,28,30,31,51245.0,46060000.0,50.92,0.0,67.0726,72.37448,72.37448,2390.0,55930.0
2013,连云港市,连云港,5798,1.414280786478096,82,10,16,17,39,34335.0,17854217.0,40.26,0.76,23.43,24.19,24.19,290.0,4719.0
2014,连云港市,连云港,4908,1.6503667481662592,81,10,9,18,44,44277.0,19658900.0,41.42,1.59,22.63,24.22,24.22,300.0,1280.0
2015,连云港市,连云港,4783,1.5889609031988292,76,12,6,23,35,48416.0,21606400.0,42.53,2.51,33.74,36.25,36.25,366.0,390.0
2016,连云港市,连云港,6508,1.7209588199139525,112,15,19,26,52,52987.0,23764800.0,43.13,3.71,36.13,39.84,39.84,510.0,6780.0
2017,连云港市,连云港,4915,1.5869786368260426,78,7,17,25,29,61776.0,26403100.0,,1.0,44.0,45.0,45.0,650.0,
2018,连云港市,连云港,4358,2.065167508031207,90,7,14,36,33,61332.0,27717000.0,44.69,25.9487,36.635,65.0537,65.0537,606.0,24155.58
2019,连云港市,连云港,5023,1.5329484371889308,77,7,12,30,28,69523.0,31390000.0,45.03,15.447,48.25991,69.47684,69.47684,619.0,737.0
2020,连云港市,连云港,5742,2.1421107628004177,123,27,13,37,46,71303.0,32770000.0,46.35,17.7769,50.17315,72.57713,72.57713,704.0,3978.18
2021,连云港市,连云港,5520,2.119565217391304,117,17,19,43,38,81015.0,37280000.0,45.71,1.66,68.33,76.9485,76.9485,662.0,1154.0
2022,连云港市,连云港,5814,2.115583075335397,123,10,24,43,46,87042.0,40050000.0,44.11,0.0,63.3962,68.7357,68.7357,631.0,2000.0
2023,连云港市,连云港,5559,1.8708400791509263,104,10,28,40,26,94917.0,43640000.0,43.92,0.0,70.74,76.6767,76.6767,676.0,0.0
2013,遵义市,遵义,4951,1.3330640274691985,66,11,10,15,30,20369.0,15846700.0,39.92,35.93,,35.93,35.93,271.0,
2014,遵义市,遵义,4999,1.220244048809762,61,6,10,23,22,30484.0,18743600.0,39.81,39.06,,39.06,42.2,286.0,16980.0
2015,遵义市,遵义,6169,1.7831090938563787,110,10,11,48,41,35123.0,21683400.0,39.12,25.09,7.39,32.48,34.51,318.0,8935.0
2016,遵义市,遵义,7185,1.5031315240083507,108,10,30,40,28,38709.0,24039400.0,40.37,31.43,11.09,42.53,44.65,402.0,4085.0
2017,遵义市,遵义,6571,1.5218383807639628,100,10,29,38,23,44060.0,27485900.0,,45.32,,45.32,47.56,840.0,11726.0
2018,遵义市,遵义,5293,1.5870017003589647,84,10,19,29,26,47931.0,30002339.1,,44.5,0.0,44.5,46.43,859.0,
2019,遵义市,遵义,4899,1.571749336599306,77,15,13,18,31,55411.0,34830000.0,41.87,24.1384,16.425,40.5634,42.22,1166.0,4600.0
2020,遵义市,遵义,5099,1.529711708178074,78,18,10,18,32,56334.0,37200000.0,43.41,21.94669,15.09851,42.67748,44.19664,1208.0,0.0
2021,遵义市,遵义,6606,1.544050862851953,102,11,22,38,31,63170.0,41700000.0,41.32,22.3265,21.59022,43.91672,44.7928,745.0,64058.0
2022,遵义市,遵义,7276,1.965365585486531,143,20,28,51,44,66742.0,44010000.0,39.86,0.0,55.3571,55.3571,55.35709,768.0,41863.0
2023,遵义市,遵义,5471,1.59020288795467,87,6,18,26,37,69842.0,46020000.0,40.27,0.0,58.0975,60.3179,60.31793,716.0,33537.0
2013,郑州市,郑州,4614,1.083658430862592,50,4,5,22,19,67485.0,62019000.0,41.67,81.16,80.05,161.21,179.68,900.0,5212.0
2014,郑州市,郑州,5876,1.5997277059223962,94,14,9,35,36,72991.0,67769890.0,46.37,88.66,88.36,177.02,186.34,1269.0,5532.0
2015,郑州市,郑州,4645,1.0333692142088269,48,9,3,14,22,77179.0,73115210.0,48.64,127.97,78.99,206.96,206.96,2355.0,33099.0
2016,郑州市,郑州,5216,1.303680981595092,68,7,8,18,35,84114.0,81139666.2,51.28,142.77,80.31,223.08,223.08,2846.0,15015.0
2017,郑州市,郑州,7032,1.5073947667804324,106,19,15,45,27,93791.95,91937800.0,,165.89,70.93,236.82,236.82,6408.0,12300.0
2018,郑州市,郑州,7886,1.509003296981993,119,20,11,57,31,101349.0,101433173.0,54.67,203.5586,49.08288,252.64148,252.64148,7694.0,103957.0
2019,郑州市,郑州,8338,1.3072679299592227,109,21,13,37,38,113139.0,115900006.0,58.95,178.8974,90.0,268.8974,268.8974,7694.0,86880.0
2020,郑州市,郑州,7812,1.6001024065540197,125,15,14,56,40,96134.0,120040000.0,59.04,63.2,201.75658,264.95658,264.9566,7694.0,90072.0
2021,郑州市,郑州,7895,1.2919569347688409,102,13,13,46,30,100092.0,126910000.0,58.86,64.559,194.27848,258.83748,258.83748,7869.0,139084.0
2022,郑州市,郑州,8772,1.265389876880985,111,15,29,34,33,101169.0,129350000.0,58.56,0.0,231.92342,231.92342,231.92342,8082.0,100303.0
2023,郑州市,郑州,8295,1.289933694996986,107,14,30,29,34,105416.0,136180000.0,59.28,0.0,253.5481,253.5481,253.5481,8082.0,34517.0
2013,重庆市,重庆,6272,1.6581632653061225,104,18,18,23,45,37691.0,126566900.0,41.53,234.4,113.41,347.82,349.8,1915.0,57119.0
2014,重庆市,重庆,6417,1.527193392551036,98,10,9,31,48,47850.0,142626000.0,46.78,260.95,135.22,396.17,399.37,2448.0,28713.0
2015,重庆市,重庆,6825,1.831501831501832,125,16,17,45,47,52321.0,157172700.0,47.7,285.6,148.26,433.86,440.03,2791.0,33305.0
2016,重庆市,重庆,7662,1.931610545549465,148,15,28,51,54,57902.0,177405900.0,48.13,299.43,194.62,494.05,494.13,3116.0,55194.0
2017,重庆市,重庆,6662,1.6811768237766436,112,8,22,31,51,63442.0,195002700.0,49.23636,310.17,213.97,526.67,529.74,3418.0,71883.0
2018,重庆市,重庆,5972,2.109845947756196,126,13,19,37,57,65933.0,203631900.0,52.33,292.14564,256.92991,549.07555,549.23483,4113.0,156054.47
2019,重庆市,重庆,6652,1.6987372218881538,113,11,23,44,35,75828.0,236060000.0,53.2,225.7977,304.40148,534.50339,601.76749,4504.0,38805.77
2020,重庆市,重庆,7245,1.725327812284334,125,12,29,41,43,78173.0,250030000.0,52.82,194.40306,386.18743,589.74736,628.48779,5008.0,321519.0
2021,重庆市,重庆,9350,1.4866310160427807,139,16,33,54,36,86879.0,278940000.0,53.01,108.84484,458.65078,647.71161,670.30637,5000.0,369899.0
2022,重庆市,重庆,8723,1.811303450647713,158,13,41,55,49,90663.0,291290000.0,52.95,60.4174,527.67747,678.76793,678.76803,4886.0,150810.0
2023,重庆市,重庆,9441,1.5888147442008262,150,9,55,38,48,94135.0,301460000.0,54.31,18.17811,503.92492,643.26196,643.26226,5003.0,37916.0
2013,金华市,金华,6785,1.709653647752395,116,39,10,36,31,62553.0,29587771.0,46.4,16.69,16.88,33.57,34.0,145.0,2626.0
2014,金华市,金华,4643,1.7014861081197503,79,23,5,14,37,59056.0,32082030.0,48.67,25.47,15.63,41.11,41.11,151.0,14439.0
2015,金华市,金华,5206,1.498271225509028,78,13,5,17,43,62480.0,34023399.0,50.32,18.72,22.88,41.6,45.72,158.0,4322.0
2016,金华市,金华,5959,1.7956032891424736,107,21,20,26,40,67158.0,36849362.0,51.38,24.16,29.26,53.42,53.42,162.0,4385.0
2017,金华市,金华,5744,1.6016713091922006,92,13,14,22,43,69445.0,38486200.0,,19.63,29.88,49.51,49.51,206.0,7053.0
2018,金华市,金华,5067,1.3025458851391356,66,11,11,19,25,73428.0,41002319.0,54.12,26.1564,25.6008,51.7572,51.7572,234.0,11743.0
2019,金华市,金华,5428,1.400147383935151,76,7,8,27,34,81224.0,45600000.0,56.6,28.9895,31.9127,60.9022,60.9022,449.0,109870.1
2020,金华市,金华,5419,0.9042258719320908,49,6,7,18,18,67329.0,47040000.0,58.1,26.4203,28.0733,54.4936,54.4936,400.0,75510.0
2021,金华市,金华,6609,0.9229838099561204,61,7,14,20,20,75524.0,53550000.0,55.95,0.0,59.4722,60.3622,60.3622,563.0,4015.0
2022,金华市,金华,6283,0.9231258952729589,58,6,13,13,26,78086.0,55620000.0,55.23,0.0,61.8912,63.00169,63.00169,727.0,14526.0
2023,金华市,金华,6092,0.8207485226526593,50,7,12,10,21,84133.0,60110000.0,58.02,0.0,63.9784,65.8034,65.8034,782.0,6484.0
2013,铜陵市,铜陵,3830,2.219321148825065,85,16,16,17,36,91973.0,6806000.0,26.1,,13.23,13.23,13.23,122.0,1323.0
2014,铜陵市,铜陵,3039,2.6982560052648896,82,16,13,24,29,97193.0,7163100.0,26.98,,12.68,12.68,12.68,122.0,564.0
2015,铜陵市,铜陵,5335,1.855670103092784,99,16,15,21,47,57387.0,9116000.0,33.07,,10.74,10.74,10.74,146.0,1640.0
2016,铜陵市,铜陵,5921,1.874683330518493,111,11,26,35,39,59960.0,9573000.0,35.38,,12.7,12.7,12.7,154.0,140.0
2017,铜陵市,铜陵,5440,1.525735294117647,83,10,14,27,32,69935.0,11221000.0,,,13.08,13.44,13.8,252.0,1589.0
2018,铜陵市,铜陵,5902,2.287360216875636,135,17,18,41,59,75524.0,12223596.0,37.66,0.0,16.9061,17.876,17.876,284.0,820.26
2019,铜陵市,铜陵,5864,1.398362892223738,82,11,12,21,38,58726.0,9600000.0,48.19,1.91184,16.97097,21.71695,21.71695,284.0,1232.71
2020,铜陵市,铜陵,6777,1.401800206581083,95,11,12,21,51,75748.0,10040000.0,49.0,0.0,19.23,22.1861,22.1861,420.0,3839.0
2021,铜陵市,铜陵,6556,1.1592434411226358,76,7,18,20,31,89112.0,11660000.0,45.37,0.0,19.87087,24.13338,24.13338,393.0,3235.0
2022,铜陵市,铜陵,6062,1.3691850874298912,83,8,29,19,27,92823.0,12100000.0,45.07,0.0,19.5189,23.3755,23.3755,393.0,6213.0
2023,铜陵市,铜陵,5878,1.633208574345015,96,9,37,23,27,94530.0,12300000.0,48.55,0.0,19.59713,24.29968,24.29968,393.0,362.0
2013,镇江市,镇江,3736,1.953961456102784,73,2,15,22,34,107621.0,29272800.0,42.66,,25.93,25.93,25.93,232.0,3500.0
2014,镇江市,镇江,4450,2.584269662921348,115,7,18,36,54,102652.0,32524400.0,46.12,9.33,22.64,31.97,31.97,230.0,3704.0
2015,镇江市,镇江,4012,2.3928215353938187,96,6,16,37,37,110351.0,35024800.0,46.9,,36.4,36.4,36.4,230.0,172055.0
2016,镇江市,镇江,5180,2.0463320463320462,106,12,23,39,32,120603.0,38338400.0,47.62,,40.6,40.6,40.6,211.0,1700.0
2017,镇江市,镇江,5420,2.2509225092250924,122,9,30,46,37,116671.0,40103643.0,,,47.42,47.42,47.42,285.0,9492.0
2018,镇江市,镇江,5856,2.0150273224043715,118,17,26,24,51,126906.0,40500000.0,47.78,0.0,44.8946,44.8946,44.8946,306.0,300.0
2019,镇江市,镇江,4271,2.294544603137439,98,11,20,25,42,128981.0,41270000.0,48.03,0.0,43.4415,51.4504,51.4504,313.0,42952.44
2020,镇江市,镇江,5188,1.7347725520431765,90,16,7,20,47,131580.0,42200000.0,49.31,0.0,38.5878,46.17399,46.17399,443.0,31126.0
2021,镇江市,镇江,4398,1.6143701682582994,71,12,9,19,31,148204.0,47630000.0,48.02,0.0,38.7637,47.9989,47.99892,364.0,22488.0
2022,镇江市,镇江,4950,1.3535353535353536,67,10,21,10,26,155823.0,50170000.0,47.47,0.0,40.0335,47.784,47.784,406.0,17076.0
2023,镇江市,镇江,4240,1.69811320754717,72,7,13,21,31,163272.0,52640000.0,49.19,0.0,40.83207,45.28141,45.28141,405.0,8676.0
2013,长春市,长春,4263,1.0555946516537649,45,5,7,17,16,66443.0,50031808.0,40.22,51.71,45.91,97.62,114.0,3030.0,4487.0
2014,长春市,长春,4285,1.166861143523921,50,4,8,8,30,70891.0,53424262.0,41.12,59.13,47.87,107.0,120.34,3802.0,32800.0
2015,长春市,长春,3997,1.2259194395796849,49,4,10,14,21,73324.0,55300345.0,43.69,85.57,59.97,145.54,145.55,3940.0,
2016,长春市,长春,4512,1.3962765957446808,63,5,15,21,22,79434.0,59864200.0,45.2,106.29,69.64,175.93,194.89,4063.0,180.0
2017,长春市,长春,4584,1.199825479930192,55,8,11,20,16,86465.0,,,110.63,53.24,163.87,172.94,3495.0,6520.0
2018,长春市,长春,3889,1.105682694780149,43,9,11,8,15,95663.0,71757117.0,46.85,139.864,35.706,177.0153,182.3162,3675.0,5681.88
2019,长春市,长春,3960,1.4646464646464648,58,5,9,20,24,78456.0,59040000.0,51.84,114.4952,68.9757,187.75675,195.3809,3697.0,1617.0
2020,长春市,长春,3619,0.8842221608179055,32,3,10,8,11,77634.0,66380000.0,50.41,89.90479,94.5326,187.33266,187.33266,3762.0,0.0
2021,长春市,长春,4459,1.1213276519398967,50,10,8,14,18,78255.0,71030000.0,50.95,83.05482,118.77742,206.48124,206.48124,3468.0,3300.0
2022,长春市,长春,4459,1.1213276519398967,50,10,8,14,18,74310.0,67450000.0,51.87,29.43462,149.58724,182.09384,182.09384,3999.0,0.0
2023,长春市,长春,3421,0.7015492546039169,24,2,7,6,9,77084.0,70020000.0,55.05,26.93524,165.96232,198.37239,198.3724,4168.0,0.0
2013,长沙市,长沙,5522,1.6660630206446938,92,13,19,29,31,107890.0,71531346.0,40.7,182.61,,182.61,182.61,527.0,313538.0
2014,长沙市,长沙,4533,1.5221707478491064,69,13,14,17,25,107683.0,78248074.0,41.81,173.25,,173.25,173.25,828.0,237664.0
2015,长沙市,长沙,5184,1.215277777777778,63,4,15,17,27,115443.0,85101328.0,45.06,203.04,,203.04,203.04,1021.0,21000.0
2016,长沙市,长沙,5180,1.2162162162162162,63,4,15,17,27,124122.0,93569088.0,47.8,215.28,,215.28,215.28,1592.0,
2017,长沙市,长沙,6475,0.9111969111969112,59,7,12,22,18,131207.0,102101300.0,,283.08,,283.08,283.08,1606.0,116600.0
2018,长沙市,长沙,7025,1.1672597864768683,82,13,11,29,29,136920.0,110034116.0,54.75,38.9736,160.774,199.7476,199.75,1732.0,1845.0
2019,长沙市,长沙,7146,1.1894766302826756,85,13,11,18,43,139877.0,115740000.0,58.54,48.652,144.3265,221.5928,221.5928,1709.0,1500.0
2020,长沙市,长沙,8475,1.2035398230088497,102,21,6,25,50,123297.0,121430000.0,57.48,54.19327,149.32807,227.47299,227.47299,1844.0,131298.0
2021,长沙市,长沙,8513,1.1394338071185246,97,11,13,38,35,130745.0,132710000.0,57.22,52.54499,182.18208,262.63828,262.63828,1784.0,66950.0
2022,长沙市,长沙,8390,1.2753277711561384,107,3,28,37,39,135200.0,139660000.0,56.75,0.0,241.8029,268.5,268.5,1822.0,22275.0
2023,长沙市,长沙,2764,0.759768451519537,21,2,0,9,10,136927.0,143320000.0,59.41,0.0,247.39138,277.16047,277.1605,1883.0,8065.0
2013,阜阳市,阜阳,4830,1.1387163561076603,55,7,14,13,21,10090.0,10624758.0,33.25,23.89,,23.89,25.41,152.0,4056.0
2014,阜阳市,阜阳,4477,0.8934554389099844,40,8,4,10,18,15303.0,11889663.0,34.26,24.25,,24.25,24.25,189.0,18020.0
2015,阜阳市,阜阳,4503,1.5545192094159448,70,6,12,16,36,16121.0,12674505.0,36.67,3.86,21.37,25.23,25.23,205.0,7673.0
2016,阜阳市,阜阳,5476,1.6617969320672024,91,9,19,33,30,17642.0,14018589.0,38.65,4.74,26.17,30.91,30.91,240.0,3919.0
2017,阜阳市,阜阳,5403,1.7212659633536922,93,6,20,29,38,19536.0,15711200.0,,15.48,21.01,36.5,36.5,471.0,2780.0
2018,阜阳市,阜阳,5090,1.6895874263261297,86,12,15,30,29,21589.0,17595199.0,40.44,22.1518,20.5054,42.6572,42.6572,610.0,25239.69
2019,阜阳市,阜阳,5146,1.554605518849592,80,8,10,24,38,32855.0,27050000.0,48.85,9.0758,24.2253,33.3011,33.3011,634.0,9223.86
2020,阜阳市,阜阳,5472,1.114766081871345,61,10,5,13,33,34399.0,28050000.0,48.95,0.0,37.3415,37.3415,37.3415,704.0,4590.0
2021,阜阳市,阜阳,6440,1.2577639751552796,81,6,21,18,36,37524.0,30720000.0,48.93,0.0,39.79059,39.79059,39.79059,824.0,3872.0
2022,阜阳市,阜阳,6759,1.627459683385116,110,8,42,26,34,39643.0,32330000.0,48.8,0.0,37.33568,37.33568,37.33568,946.0,7994.0
2023,阜阳市,阜阳,7176,1.1984392419175027,86,2,41,19,24,40970.0,33240000.0,51.79,0.0,37.5941,37.5941,37.5941,954.0,1937.0
2013,阳泉市,阳泉,4562,2.104340201665936,96,18,18,35,25,46001.0,6118094.0,40.63,15.67,,15.67,17.61,254.0,2600.0
2014,阳泉市,阳泉,5237,1.3939278212717203,73,5,5,39,24,44382.0,6166154.0,43.58,15.24,,15.24,19.41,263.0,
2015,阳泉市,阳泉,4921,2.336923389554969,115,19,29,20,47,42688.0,5957009.0,48.5,15.69,,15.69,17.66,263.0,5308.0
2016,阳泉市,阳泉,5890,1.629881154499151,96,15,21,19,41,44461.0,6228625.0,50.31,17.95,,17.95,17.95,249.0,3931.0
2017,阳泉市,阳泉,5869,1.6016357130686658,94,13,15,27,39,47789.95,6720222.4,,17.55,,17.55,17.55,251.0,3434.0
2018,阳泉市,阳泉,5965,1.54233025984912,92,12,8,23,49,51976.0,7336944.0,51.52,16.974,0.0,16.974,16.974,299.0,
2019,阳泉市,阳泉,5939,1.7342987034854354,103,11,15,17,60,50775.0,7190000.0,52.83,19.3928,0.0,19.3928,19.3928,332.0,
2020,阳泉市,阳泉,6396,1.7041901188242652,109,12,32,31,34,56245.0,7420000.0,53.5,19.3928,0.0,19.3928,19.3928,332.0,0.0
2021,阳泉市,阳泉,6555,1.7391304347826086,114,9,27,46,32,69731.0,9170000.0,46.67,0.0,17.3211,17.3211,17.3211,426.0,0.0
2022,阳泉市,阳泉,5427,1.9531969780726,106,10,32,39,25,77263.0,10130000.0,42.85,0.0,17.0935,17.0935,17.0935,507.0,4012.0
2023,阳泉市,阳泉,7303,1.793783376694509,131,16,47,39,29,76830.0,10030000.0,44.91,0.0,23.454,23.454,23.454,630.0,0.0
2013,青岛市,青岛,4916,1.647681041497152,81,8,10,36,27,103444.0,80066000.0,50.12,39.21,60.14,110.54,110.54,2031.0,31849.0
2014,青岛市,青岛,5278,1.572565365668814,83,12,12,20,39,96524.0,86921000.0,51.22,43.61,46.39,100.94,100.94,2198.0,13755.0
2015,青岛市,青岛,5439,1.4524728810443095,79,12,10,19,38,102519.0,93000700.0,52.79,105.14,79.83,184.97,184.97,3184.0,12582.0
2016,青岛市,青岛,7611,1.813165155695704,138,19,28,45,46,109407.0,100112900.0,54.73,96.15,73.6,193.28,193.28,3780.0,4941.0
2017,青岛市,青岛,6538,1.4989293361884368,98,12,15,31,40,119215.0,110241100.0,,116.75,69.94,208.11,208.11,7236.0,5769.0
2018,青岛市,青岛,7022,1.4098547422386785,99,10,18,22,49,128459.0,120015200.0,56.36,137.1302,113.006,268.4595,268.4595,6194.0,156190.75
2019,青岛市,青岛,7138,1.232838330064444,88,7,12,17,52,124282.0,117410000.0,60.89,79.98389,184.66778,281.9837,281.9837,5406.0,1125.52
2020,青岛市,青岛,9836,0.8743391622610817,86,11,12,22,41,123828.0,124010000.0,61.4,0.0,259.16519,267.41755,267.41755,6876.0,17504.0
2021,青岛市,青岛,6869,1.2228854272819916,84,8,25,24,27,138849.0,141360000.0,60.81,0.0,292.09005,303.60084,303.60085,4451.0,45155.0
2022,青岛市,青岛,6617,1.5717092337917484,104,10,31,26,37,144870.0,149210000.0,61.96,0.0,290.91395,303.14401,303.14415,5077.0,4114.0
2023,青岛市,青岛,5668,1.4996471418489767,85,9,20,17,39,152174.0,157600000.0,63.45,0.0,293.10576,316.89112,316.89112,5085.0,1307.0
2013,马鞍山市,马鞍山,5176,1.4683153013910355,76,10,16,18,32,56702.0,12928032.0,29.34,19.28,,19.28,19.78,72.0,323.0
2014,马鞍山市,马鞍山,5620,1.2633451957295374,71,7,5,21,38,60091.0,13331200.0,31.88,19.48,,19.48,19.85,72.0,600.0
2015,马鞍山市,马鞍山,5747,1.2006264137811034,69,5,14,18,32,60802.0,13653044.0,37.52,22.91,,22.91,22.91,68.0,6181.0
2016,马鞍山市,马鞍山,5720,1.5909090909090908,91,6,21,20,44,65833.0,14937617.0,38.99,22.7,,22.7,22.7,78.0,29727.0
2017,马鞍山市,马鞍山,4896,1.2050653594771243,59,3,15,21,20,74709.0,17100900.0,,5.59,17.32,22.91,22.91,120.0,17729.0
2018,马鞍山市,马鞍山,5368,1.9374068554396424,104,9,23,34,38,82695.0,19181000.0,41.88,0.0,26.86095,26.86095,26.86095,216.0,5507.0
2019,马鞍山市,马鞍山,4849,1.2992369560734174,63,8,7,14,34,89867.0,21110000.0,46.59,0.0,27.90751,29.60778,29.60778,212.0,11582.67
2020,马鞍山市,马鞍山,5990,1.7529215358931551,105,14,17,26,48,101011.0,21870000.0,47.65,0.0,28.0566,31.7943,31.7943,212.0,65867.0
2021,马鞍山市,马鞍山,5073,1.9712201852946976,100,9,17,34,40,113010.0,24390000.0,46.29,0.0,30.04626,35.6239,35.6239,216.0,193525.0
2022,马鞍山市,马鞍山,5673,2.1152829190904283,120,7,32,43,38,116093.0,25210000.0,46.49,0.0,29.48487,34.84592,34.84592,216.0,251027.0
2023,马鞍山市,马鞍山,5842,1.8486819582334817,108,9,34,27,38,118371.0,25910000.0,49.27,0.0,30.24122,35.26202,35.26202,209.0,301548.0
